reuniao-02,Vídeo Conf.,69921,,6861,TV,NEC,38007190NA,S/N,,,,,-,,,,,,,,NÃO TESTADO,12
reuniao-02,reuniao,6921,,6820,TV,NEC,-,-,-,-,-,-,SIM,-,-,-,-,-,-,-,FUNCIONANDO,15
diego,Analista TOTVS,6921,,6893,Notebook,DELL,HLKQ2J2,3910,Windows,64,Intel Core I7 2.90 GHz,8GB,SIM,NÃO,10.102.3.62,SIM,NÃO,SIM - DIEGO- Totvs,USUÁRIO POSSUI MOUSE SEM FIO,,FUNCIONANDO,32
diego,Analista TOTVS,6921,,6893,Monitor,AOC,COQ1BXA004651,,-,-,-,-,SIM,-,-,-,-,-,-,,FUNCIONANDO,33
daniel.pereira,CCO,6921,,6815,TV/Monitor,NEC,-,3560,-,-,-,-,SIM,-,-,-,-,-,-,-,FUNCIONANDO,51
daniel.pereira,CCO,6921,,6815,TV/Monitor,NEC,-,3558,-,-,-,-,SIM,-,-,-,-,-,-,-,FUNCIONANDO,52
daniel.pereira,CCO,6921,,6815,TV/Monitor,NEC,-,3559,-,-,-,-,SIM,-,-,-,-,-,-,-,FUNCIONANDO,53
daniel.pereira,CCO,6921,,6864,TV/Monitor,NEC,-,3566,-,-,-,-,SIM,-,-,-,-,-,-,-,FUNCIONANDO,54
daniel.pereira,CCO,6921,,6864,TV/Monitor,NEC,-,3563,-,-,-,-,SIM,-,-,-,-,-,-,-,FUNCIONANDO,55
daniel.pereira,CCO,6921,,6864,TV/Monitor,NEC,-,,-,-,-,-,SIM,-,-,-,-,-,-,-,FUNCIONANDO,56
daniel.pereira,CCO,6921,,6864,TV/Monitor,NEC,-,,-,-,-,-,SIM,-,-,-,-,-,-,-,FUNCIONANDO,57
daniel.pereira,CCO,6921,,6864,TV/Monitor,NEC,-,,-,-,-,-,SIM,-,-,-,-,-,-,-,FUNCIONANDO,58
daniel.pereira,CCO,6921,,6864,TV/Monitor,LG,-,,-,-,-,-,SIM,-,-,-,-,-,-,-,FUNCIONANDO,59
daniel.pereira,CCO,6921,,6864,TV/Monitor,LG,-,,-,-,-,-,SIM,-,-,-,-,-,-,-,FUNCIONANDO,60
daniel.pereira,CCO,6921,,6864,Desktop,DELL,S/N,3587,,,,,SIM,,,,,,MONITOR DESLIGADO. IMAGEM PROJETADA EM UMA TV LG,POSSUI UM ROTEADOR DLINK DES-1008A,FUNCIONANDO,72
